order_id,customer_id,restaurant,city,order_date,delivery_time_minutes,item,quantity,price,discount,payment_method,rating,revenue
516,1784,Sushi World,Cairo,2024-01-22 11:00:00,39.0,Burger,3,180,25,Cash,1.0,515
517,1103,Sushi World,Cairo,2024-01-22 12:00:00,33.0,Sushi,4,268,7,Wallet,3.0,1065
518,1928,Burger Town,Giza,2024-01-22 13:00:00,40.0,Pasta,3,167,5,Card,1.0,496
519,1392,Pizza Hub,Giza,2024-01-22 14:00:00,29.0,Pizza,1,130,5,Cash,2.0,125
520,1810,Burger Town,Cairo,2024-01-22 15:00:00,32.0,Sushi,2,257,3,Card,2.0,511
521,1245,Pasta Point,Cairo,2024-01-22 16:00:00,23.0,Pasta,4,119,6,Cash,4.0,470
522,1175,Pizza Hub,Alex,2024-01-22 17:00:00,34.0,Burger,4,164,29,Wallet,4.0,627
523,1038,Sushi World,Alex,2024-01-22 18:00:00,25.0,Kebab,1,56,29,Cash,3.0,27
524,1476,Burger Town,Alex,2024-01-22 19:00:00,21.0,Burger,2,99,23,Card,2.0,175
525,1681,Kebab House,Cairo,2024-01-22 20:00:00,38.0,Pizza,1,191,18,Card,4.0,173
526,1758,Kebab House,Cairo,2024-01-22 21:00:00,37.0,Burger,2,215,6,Card,2.0,424
527,1537,Pasta Point,Cairo,2024-01-22 22:00:00,44.0,Burger,1,281,2,Cash,1.0,279
528,1866,Kebab House,Cairo,2024-01-22 23:00:00,29.0,Burger,3,256,7,Cash,4.0,761
529,1817,Burger Town,Giza,2024-01-23 00:00:00,39.0,Burger,1,160,0,Cash,3.0,160
530,1920,Burger Town,Cairo,2024-01-23 01:00:00,41.0,Pizza,4,96,0,Wallet,4.0,384
531,1407,Kebab House,Cairo,2024-01-23 02:00:00,40.0,Pasta,4,161,13,Wallet,2.0,631
532,1524,Burger Town,Cairo,2024-01-23 03:00:00,25.0,Sushi,4,210,5,Wallet,5.0,835
533,1827,Pasta Point,Cairo,2024-01-23 04:00:00,36.0,Kebab,1,92,9,Card,5.0,83
534,1505,Pizza Hub,Alex,2024-01-23 05:00:00,39.0,Sushi,4,140,24,Card,2.0,536
535,1902,Pasta Point,Cairo,2024-01-23 06:00:00,35.0,Sushi,4,78,27,Card,1.0,285
536,1824,Pasta Point,Cairo,2024-01-23 07:00:00,20.0,Kebab,3,177,13,Card,4.0,518
537,1035,Burger Town,Alex,2024-01-23 08:00:00,35.0,Pizza,3,234,3,Card,5.0,699
538,1684,Pizza Hub,Alex,2024-01-23 09:00:00,61.0,Kebab,2,278,5,Cash,1.0,551
539,1019,Burger Town,Cairo,2024-01-23 10:00:00,30.0,Pizza,2,182,15,Card,2.0,349
540,1320,Sushi World,Cairo,2024-01-23 11:00:00,26.0,Sushi,2,270,27,Cash,1.0,513
541,1775,Burger Town,Cairo,2024-01-23 12:00:00,39.0,Pizza,1,145,20,Wallet,2.0,125
542,1511,Burger Town,Cairo,2024-01-23 13:00:00,38.0,Pasta,2,237,27,Wallet,4.0,447
543,1399,Burger Town,Cairo,2024-01-23 14:00:00,49.0,Kebab,1,166,0,Wallet,1.0,166
544,1653,Pizza Hub,Alex,2024-01-23 15:00:00,20.0,Pasta,1,119,5,Wallet,4.0,114
545,1971,Burger Town,Cairo,2024-01-23 16:00:00,43.0,Sushi,2,179,8,Wallet,1.0,350
546,1882,Pizza Hub,Alex,2024-01-23 17:00:00,35.0,Kebab,2,119,14,Card,2.0,224
547,1470,Kebab House,Alex,2024-01-23 18:00:00,33.0,Sushi,1,159,11,Card,2.0,148
548,1142,Sushi World,Alex,2024-01-23 19:00:00,39.0,Pasta,3,220,2,Card,1.0,658
549,1091,Pizza Hub,Giza,2024-01-23 20:00:00,47.0,Sushi,4,181,10,Wallet,2.0,714
550,1353,Kebab House,Giza,2024-01-23 21:00:00,45.0,Kebab,4,105,14,Wallet,3.0,406
551,1833,Pizza Hub,Alex,2024-01-23 22:00:00,21.0,Kebab,4,270,2,Cash,3.0,1078
552,1799,Pizza Hub,Cairo,2024-01-23 23:00:00,44.0,Sushi,3,236,13,Card,4.0,695
553,1726,Sushi World,Cairo,2024-01-24 00:00:00,34.0,Kebab,1,138,1,Wallet,3.0,137
554,1958,Pasta Point,Cairo,2024-01-24 01:00:00,35.0,Kebab,2,186,28,Wallet,3.0,344
555,1853,Pasta Point,Giza,2024-01-24 02:00:00,35.0,Sushi,1,297,3,Wallet,5.0,294
556,1050,Pizza Hub,Cairo,2024-01-24 03:00:00,33.0,Pasta,1,180,25,Cash,5.0,155
557,1664,Burger Town,Cairo,2024-01-24 04:00:00,49.0,Kebab,2,267,18,Wallet,5.0,516
558,1697,Kebab House,Cairo,2024-01-24 05:00:00,33.0,Kebab,3,225,11,Cash,5.0,664
559,1574,Burger Town,Cairo,2024-01-24 06:00:00,21.0,Kebab,4,220,1,Cash,2.0,879
560,1189,Burger Town,Cairo,2024-01-24 07:00:00,30.0,Kebab,4,268,16,Card,4.0,1056
561,1124,Pizza Hub,Giza,2024-01-24 08:00:00,37.0,Sushi,1,149,2,Wallet,4.0,147
562,1149,Pizza Hub,Giza,2024-01-24 09:00:00,49.0,Pasta,3,273,9,Cash,3.0,810
563,1313,Pizza Hub,Cairo,2024-01-24 10:00:00,42.0,Pasta,4,178,15,Wallet,2.981578947368421,697
564,1569,Pizza Hub,Cairo,2024-01-24 11:00:00,24.0,Pizza,3,106,21,Card,3.0,297
565,1341,Pasta Point,Cairo,2024-01-24 12:00:00,64.0,Kebab,2,230,8,Card,4.0,452
566,1304,Pizza Hub,Cairo,2024-01-24 13:00:00,38.0,Kebab,1,295,10,Cash,1.0,285
567,1691,Pasta Point,Giza,2024-01-24 14:00:00,50.0,Pizza,1,193,20,Card,1.0,173
568,1681,Pasta Point,Cairo,2024-01-24 15:00:00,35.0,Pasta,3,100,14,Card,4.0,286
569,1837,Pizza Hub,Alex,2024-01-24 16:00:00,41.0,Burger,4,161,2,Card,2.0,642
570,1782,Sushi World,Cairo,2024-01-24 17:00:00,45.0,Burger,3,252,15,Wallet,3.0,741
571,1053,Kebab House,Cairo,2024-01-24 18:00:00,49.0,Pasta,2,267,29,Wallet,4.0,505
572,1443,Burger Town,Alex,2024-01-24 19:00:00,47.0,Kebab,4,153,20,Cash,3.0,592
573,1612,Pasta Point,Cairo,2024-01-24 20:00:00,45.0,Burger,4,176,20,Cash,5.0,684
574,1992,Kebab House,Alex,2024-01-24 21:00:00,31.0,Sushi,3,104,20,Card,4.0,292
575,1263,Sushi World,Giza,2024-01-24 22:00:00,28.0,Sushi,2,50,27,Card,2.0,73
576,1052,Burger Town,Cairo,2024-01-24 23:00:00,38.0,Pizza,4,139,11,Cash,5.0,545
577,1571,Burger Town,Alex,2024-01-25 00:00:00,46.0,Pasta,1,205,22,Card,4.0,183
578,1619,Pasta Point,Cairo,2024-01-25 01:00:00,35.0,Pasta,2,102,4,Cash,1.0,200
579,1004,Pizza Hub,Alex,2024-01-25 02:00:00,47.0,Burger,4,235,6,Wallet,4.0,934
580,1102,Sushi World,Cairo,2024-01-25 03:00:00,52.0,Kebab,35,122,8,Card,1.0,4262
581,1195,Pasta Point,Cairo,2024-01-25 04:00:00,24.0,Pasta,4,237,20,Card,1.0,928
582,1773,Sushi World,Cairo,2024-01-25 05:00:00,24.0,Burger,1,236,17,Card,4.0,219
583,1876,Pizza Hub,Cairo,2024-01-25 06:00:00,33.0,Burger,2,157,20,Wallet,4.0,294
584,1991,Pizza Hub,Alex,2024-01-25 07:00:00,35.0,Pasta,4,199,7,Wallet,1.0,789
585,1883,Pasta Point,Cairo,2024-01-25 08:00:00,28.0,Burger,1,57,11,Card,3.0,46
586,1349,Pizza Hub,Alex,2024-01-25 09:00:00,51.0,Pizza,4,299,19,Cash,5.0,1177
587,1046,Kebab House,Cairo,2024-01-25 10:00:00,40.0,Pizza,4,226,1,Wallet,2.0,903
588,1866,Burger Town,Cairo,2024-01-25 11:00:00,35.0,Pasta,2,91,9,Card,4.0,173
589,1822,Pasta Point,Alex,2024-01-25 12:00:00,20.0,Kebab,3,204,18,Card,5.0,594
590,1935,Sushi World,Alex,2024-01-25 13:00:00,20.0,Pizza,3,216,8,Wallet,5.0,640
591,1819,Kebab House,Cairo,2024-01-25 14:00:00,38.0,Pizza,1,260,24,Cash,3.0,236
592,1655,Pasta Point,Cairo,2024-01-25 15:00:00,20.0,Pasta,1,74,23,Card,5.0,51
593,1268,Pizza Hub,Giza,2024-01-25 16:00:00,47.0,Sushi,1,87,7,Cash,4.0,80
594,1369,Pizza Hub,Cairo,2024-01-25 17:00:00,33.0,Burger,2,134,23,Cash,5.0,245
595,1635,Pizza Hub,Cairo,2024-01-25 18:00:00,73.0,Pizza,3,201,23,Wallet,4.0,580
596,1105,Pizza Hub,Cairo,2024-01-25 19:00:00,62.0,Sushi,1,73,23,Card,4.0,50
597,1669,Sushi World,Cairo,2024-01-25 20:00:00,32.0,Kebab,1,109,0,Card,1.0,109
598,1658,Kebab House,Giza,2024-01-25 21:00:00,33.0,Sushi,4,260,5,Cash,3.0,1035
599,1656,Burger Town,Giza,2024-01-25 22:00:00,46.0,Pasta,4,227,11,Wallet,2.0,897
600,1119,Sushi World,Giza,2024-01-25 23:00:00,55.0,Kebab,1,160,24,Wallet,1.0,136
601,1830,Sushi World,Cairo,2024-01-26 00:00:00,20.0,Kebab,4,115,23,Wallet,2.0,437
602,1786,Burger Town,Alex,2024-01-26 01:00:00,20.0,Sushi,4,191,18,Cash,4.0,746
603,1603,Burger Town,Cairo,2024-01-26 02:00:00,27.0,Pasta,4,102,26,Cash,2.981578947368421,382
604,1057,Pizza Hub,Cairo,2024-01-26 03:00:00,41.0,Pizza,2,209,16,Card,2.981578947368421,402
605,1950,Sushi World,Alex,2024-01-26 04:00:00,40.0,Sushi,1,155,1,Wallet,2.981578947368421,154
606,1345,Pasta Point,Alex,2024-01-26 05:00:00,47.0,Pizza,1,145,10,Cash,2.0,135
607,1740,Burger Town,Cairo,2024-01-26 06:00:00,20.0,Sushi,4,269,17,Wallet,4.0,1059
608,1473,Burger Town,Cairo,2024-01-26 07:00:00,20.0,Pizza,2,225,22,Cash,2.0,428
609,1116,Kebab House,Cairo,2024-01-26 08:00:00,45.0,Sushi,4,88,27,Card,3.0,325
610,1829,Pasta Point,Cairo,2024-01-26 09:00:00,25.0,Kebab,2,217,21,Wallet,5.0,413
611,1790,Pasta Point,Cairo,2024-01-26 10:00:00,20.0,Burger,1,91,10,Cash,1.0,81
612,1126,Burger Town,Giza,2024-01-26 11:00:00,36.0,Kebab,4,160,17,Wallet,1.0,623
613,1392,Pizza Hub,Giza,2024-01-26 12:00:00,44.0,Pizza,1,153,7,Cash,1.0,146
614,1907,Kebab House,Cairo,2024-01-26 13:00:00,33.0,Pasta,2,126,14,Cash,5.0,238
615,1640,Pasta Point,Cairo,2024-01-26 14:00:00,29.0,Kebab,3,253,8,Cash,4.0,751
616,1057,Burger Town,Giza,2024-01-26 15:00:00,33.0,Burger,2,57,14,Wallet,5.0,100
617,1633,Pasta Point,Alex,2024-01-26 16:00:00,30.0,Pizza,3,256,6,Cash,5.0,762
618,1512,Kebab House,Alex,2024-01-26 17:00:00,20.0,Kebab,1,75,19,Card,1.0,56
619,1750,Kebab House,Cairo,2024-01-26 18:00:00,26.0,Sushi,1,189,12,Wallet,5.0,177
620,1801,Sushi World,Cairo,2024-01-26 19:00:00,41.0,Pasta,4,92,12,Card,2.981578947368421,356
621,1095,Burger Town,Cairo,2024-01-26 20:00:00,38.0,Pizza,3,228,0,Card,4.0,684
622,1637,Kebab House,Giza,2024-01-26 21:00:00,37.0,Kebab,2,159,19,Wallet,3.0,299
623,1117,Sushi World,Cairo,2024-01-26 22:00:00,23.0,Pizza,1,268,3,Cash,1.0,265
624,1559,Sushi World,Alex,2024-01-26 23:00:00,32.0,Sushi,3,259,23,Card,2.0,754
625,1600,Pasta Point,Cairo,2024-01-27 00:00:00,20.0,Burger,2,286,3,Wallet,3.0,569
626,1487,Pasta Point,Alex,2024-01-27 01:00:00,37.0,Kebab,3,149,3,Cash,2.981578947368421,444
627,1236,Sushi World,Cairo,2024-01-27 02:00:00,52.0,Pizza,2,112,12,Wallet,3.0,212
628,1884,Pasta Point,Giza,2024-01-27 03:00:00,20.0,Pizza,2,98,1,Wallet,1.0,195
629,1896,Kebab House,Alex,2024-01-27 04:00:00,27.0,Pizza,2,164,27,Wallet,4.0,301
630,1271,Pizza Hub,Alex,2024-01-27 05:00:00,38.0,Burger,2,204,25,Cash,2.0,383
631,1188,Kebab House,Alex,2024-01-27 06:00:00,50.0,Pizza,3,186,22,Card,1.0,536
632,1998,Sushi World,Cairo,2024-01-27 07:00:00,29.0,Pasta,3,296,14,Card,1.0,874
633,1703,Sushi World,Cairo,2024-01-27 08:00:00,26.0,Pasta,4,216,3,Wallet,4.0,861
634,1446,Kebab House,Alex,2024-01-27 09:00:00,20.0,Pizza,3,114,26,Wallet,4.0,316
635,1580,Pasta Point,Cairo,2024-01-27 10:00:00,36.0,Pasta,3,248,5,Cash,3.0,739
636,1789,Pasta Point,Cairo,2024-01-27 11:00:00,59.0,Kebab,4,267,2,Wallet,2.0,1066
637,1860,Sushi World,Cairo,2024-01-27 12:00:00,38.0,Pasta,3,120,6,Wallet,3.0,354
638,1246,Burger Town,Alex,2024-01-27 13:00:00,34.0,Pizza,2,293,5,Wallet,3.0,581
639,1962,Pasta Point,Alex,2024-01-27 14:00:00,38.0,Sushi,1,56,2,Card,1.0,54
640,1075,Kebab House,Cairo,2024-01-27 15:00:00,34.0,Kebab,1,249,3,Wallet,4.0,246
641,1153,Pasta Point,Cairo,2024-01-27 16:00:00,25.0,Burger,4,129,9,Card,1.0,507
642,1655,Kebab House,Alex,2024-01-27 17:00:00,44.0,Pizza,3,116,29,Cash,2.0,319
643,1434,Sushi World,Giza,2024-01-27 18:00:00,37.0,Burger,3,286,20,Cash,3.0,838
644,1996,Pasta Point,Cairo,2024-01-27 19:00:00,35.0,Sushi,4,187,8,Card,2.0,740
645,1085,Kebab House,Alex,2024-01-27 20:00:00,23.0,Burger,1,291,29,Card,4.0,262
646,1696,Sushi World,Giza,2024-01-27 21:00:00,50.0,Pizza,2,248,5,Card,4.0,491
647,1284,Burger Town,Cairo,2024-01-27 22:00:00,42.0,Pizza,3,262,28,Card,5.0,758
648,1973,Kebab House,Alex,2024-01-27 23:00:00,28.0,Sushi,4,230,19,Wallet,2.0,901
649,1219,Burger Town,Cairo,2024-01-28 00:00:00,47.0,Pizza,2,150,26,Card,1.0,274
650,1068,Burger Town,Alex,2024-01-28 01:00:00,29.0,Sushi,4,144,10,Card,2.0,566
651,1046,Pizza Hub,Alex,2024-01-28 02:00:00,25.0,Sushi,4,136,6,Card,3.0,538
652,1093,Pasta Point,Giza,2024-01-28 03:00:00,25.0,Pizza,4,234,17,Wallet,4.0,919
653,1749,Kebab House,Alex,2024-01-28 04:00:00,20.0,Pasta,1,140,3,Wallet,4.0,137
654,1957,Burger Town,Cairo,2024-01-28 05:00:00,40.0,Sushi,1,297,4,Wallet,2.0,293
655,1452,Pizza Hub,Cairo,2024-01-28 06:00:00,20.0,Pizza,4,263,3,Cash,2.0,1049
656,1203,Sushi World,Cairo,2024-01-28 07:00:00,20.0,Pasta,3,152,3,Wallet,2.0,453
657,1911,Kebab House,Cairo,2024-01-28 08:00:00,20.0,Sushi,2,298,26,Card,3.0,570
658,1217,Burger Town,Cairo,2024-01-28 09:00:00,33.0,Pasta,3,175,12,Wallet,3.0,513
659,1473,Pasta Point,Alex,2024-01-28 10:00:00,33.0,Kebab,1,204,15,Wallet,1.0,189
660,1431,Pizza Hub,Alex,2024-01-28 11:00:00,31.0,Kebab,2,231,24,Card,2.981578947368421,438
661,1340,Burger Town,Cairo,2024-01-28 12:00:00,22.0,Pasta,4,162,13,Wallet,1.0,635
662,1550,Pasta Point,Cairo,2024-01-28 13:00:00,20.0,Sushi,3,53,10,Cash,5.0,149
663,1611,Burger Town,Cairo,2024-01-28 14:00:00,40.0,Pizza,3,137,28,Wallet,3.0,383
664,1288,Kebab House,Alex,2024-01-28 15:00:00,28.0,Burger,4,200,1,Cash,4.0,799
665,1253,Kebab House,Cairo,2024-01-28 16:00:00,38.0,Pizza,3,225,21,Cash,5.0,654
666,1733,Kebab House,Alex,2024-01-28 17:00:00,24.0,Burger,1,260,13,Cash,4.0,247
667,1356,Pizza Hub,Giza,2024-01-28 18:00:00,37.0,Burger,4,219,23,Card,5.0,853
668,1022,Kebab House,Alex,2024-01-28 19:00:00,50.0,Sushi,3,52,23,Wallet,1.0,133
669,1761,Pasta Point,Cairo,2024-01-28 20:00:00,42.0,Pasta,4,140,26,Cash,1.0,534
670,1521,Burger Town,Alex,2024-01-28 21:00:00,270.0,Pizza,2,52,6,Cash,3.0,98
671,1757,Sushi World,Cairo,2024-01-28 22:00:00,38.0,Pasta,4,205,25,Wallet,4.0,795
672,1836,Pasta Point,Cairo,2024-01-28 23:00:00,32.0,Kebab,3,240,10,Card,5.0,710
673,1099,Pasta Point,Giza,2024-01-29 00:00:00,35.0,Sushi,1,130,3,Card,2.0,127
674,1801,Kebab House,Cairo,2024-01-29 01:00:00,35.0,Sushi,4,208,6,Cash,2.0,826
675,1179,Pizza Hub,Cairo,2024-01-29 02:00:00,33.0,Kebab,4,187,28,Card,3.0,720
676,1222,Burger Town,Cairo,2024-01-29 03:00:00,37.0,Pizza,3,226,15,Wallet,4.0,663
677,1905,Pizza Hub,Cairo,2024-01-29 04:00:00,23.0,Kebab,1,263,25,Card,2.0,238
678,1761,Burger Town,Giza,2024-01-29 05:00:00,22.0,Pizza,1,143,5,Wallet,3.0,138
679,1658,Burger Town,Cairo,2024-01-29 06:00:00,20.0,Burger,2,175,26,Cash,3.0,324
680,1441,Pizza Hub,Cairo,2024-01-29 07:00:00,20.0,Sushi,2,162,5,Wallet,4.0,319
681,1607,Pasta Point,Cairo,2024-01-29 08:00:00,20.0,Pizza,3,198,1,Cash,2.981578947368421,593
682,1768,Burger Town,Cairo,2024-01-29 09:00:00,36.0,Pasta,1,149,23,Wallet,2.0,126
683,1324,Pizza Hub,Cairo,2024-01-29 10:00:00,24.0,Pasta,1,102,7,Wallet,2.0,95
684,1515,Burger Town,Cairo,2024-01-29 11:00:00,35.0,Sushi,2,136,29,Card,2.981578947368421,243
685,1015,Sushi World,Cairo,2024-01-29 12:00:00,35.0,Kebab,2,279,26,Wallet,2.0,532
686,1791,Pasta Point,Giza,2024-01-29 13:00:00,20.0,Kebab,3,253,6,Cash,5.0,753
687,1335,Kebab House,Cairo,2024-01-29 14:00:00,42.0,Pizza,1,138,26,Wallet,1.0,112
688,1758,Burger Town,Alex,2024-01-29 15:00:00,44.0,Kebab,4,103,24,Cash,1.0,388
689,1257,Sushi World,Alex,2024-01-29 16:00:00,23.0,Sushi,2,234,23,Cash,1.0,445
690,1496,Kebab House,Cairo,2024-01-29 17:00:00,40.0,Pizza,3,69,13,Wallet,1.0,194
691,1987,Kebab House,Cairo,2024-01-29 18:00:00,24.0,Burger,1,162,8,Card,3.0,154
692,1895,Burger Town,Cairo,2024-01-29 19:00:00,36.0,Kebab,1,98,14,Wallet,5.0,84
693,1159,Pizza Hub,Alex,2024-01-29 20:00:00,20.0,Kebab,2,283,24,Wallet,4.0,542
694,1474,Burger Town,Alex,2024-01-29 21:00:00,20.0,Pizza,3,184,21,Card,2.0,531
695,1851,Sushi World,Giza,2024-01-29 22:00:00,30.0,Pasta,4,78,17,Cash,1.0,295
696,1663,Kebab House,Cairo,2024-01-29 23:00:00,33.0,Kebab,2,97,11,Wallet,4.0,183
697,1907,Burger Town,Cairo,2024-01-30 00:00:00,30.0,Sushi,3,270,22,Card,3.0,788
698,1689,Pizza Hub,Alex,2024-01-30 01:00:00,20.0,Kebab,1,62,18,Card,4.0,44
699,1674,Burger Town,Giza,2024-01-30 02:00:00,30.0,Burger,4,52,12,Cash,1.0,196
700,1379,Pasta Point,Giza,2024-01-30 03:00:00,38.0,Kebab,3,51,6,Card,5.0,147
701,1544,Pizza Hub,Cairo,2024-01-30 04:00:00,34.0,Pasta,4,65,24,Cash,4.0,236
702,1928,Sushi World,Giza,2024-01-30 05:00:00,37.0,Kebab,3,143,9,Wallet,1.0,420
703,1956,Kebab House,Cairo,2024-01-30 06:00:00,26.0,Pizza,3,151,29,Card,1.0,424
704,1690,Burger Town,Cairo,2024-01-30 07:00:00,49.0,Kebab,3,183,9,Wallet,2.0,540
705,1426,Pizza Hub,Alex,2024-01-30 08:00:00,20.0,Pasta,3,94,1,Card,2.0,281
706,1612,Pasta Point,Alex,2024-01-30 09:00:00,40.0,Pizza,4,120,13,Card,5.0,467
707,1267,Pizza Hub,Cairo,2024-01-30 10:00:00,49.0,Sushi,2,182,12,Wallet,2.0,352
708,1834,Pasta Point,Alex,2024-01-30 11:00:00,40.0,Pizza,4,105,21,Card,5.0,399
709,1576,Sushi World,Cairo,2024-01-30 12:00:00,32.0,Burger,3,248,28,Wallet,3.0,716
710,1416,Kebab House,Alex,2024-01-30 13:00:00,28.0,Pizza,4,275,5,Wallet,3.0,1095
711,1167,Sushi World,Cairo,2024-01-30 14:00:00,47.0,Sushi,4,176,8,Cash,2.0,696
712,1841,Burger Town,Cairo,2024-01-30 15:00:00,20.0,Kebab,4,81,12,Wallet,3.0,312
713,1042,Pizza Hub,Cairo,2024-01-30 16:00:00,23.0,Pizza,3,98,8,Cash,4.0,286
714,1555,Pasta Point,Cairo,2024-01-30 17:00:00,30.0,Pizza,4,62,12,Wallet,4.0,236
715,1284,Pasta Point,Alex,2024-01-30 18:00:00,49.0,Pizza,1,207,4,Card,4.0,203
716,1396,Pizza Hub,Cairo,2024-01-30 19:00:00,39.0,Pizza,3,74,13,Wallet,3.0,209
717,1011,Pizza Hub,Cairo,2024-01-30 20:00:00,23.0,Sushi,4,262,4,Card,4.0,1044
718,1606,Burger Town,Giza,2024-01-30 21:00:00,31.0,Pasta,1,109,8,Cash,5.0,101
719,1301,Sushi World,Cairo,2024-01-30 22:00:00,27.0,Pasta,4,108,7,Card,1.0,425
720,1897,Pasta Point,Giza,2024-01-30 23:00:00,26.0,Pizza,2,262,6,Wallet,2.0,518
721,1252,Burger Town,Cairo,2024-01-31 00:00:00,46.0,Sushi,4,205,7,Card,5.0,813
722,1498,Sushi World,Alex,2024-01-31 01:00:00,20.0,Sushi,4,289,21,Cash,2.981578947368421,1135
723,1753,Burger Town,Giza,2024-01-31 02:00:00,54.0,Pizza,2,107,2,Card,1.0,212
724,1034,Pasta Point,Cairo,2024-01-31 03:00:00,44.0,Burger,3,69,22,Card,2.0,185
725,1726,Pizza Hub,Cairo,2024-01-31 04:00:00,48.0,Pizza,2,211,23,Wallet,5.0,399
726,1848,Pizza Hub,Cairo,2024-01-31 05:00:00,35.0,Burger,3,182,14,Wallet,2.0,532
727,1089,Sushi World,Cairo,2024-01-31 06:00:00,33.0,Pizza,2,259,7,Card,3.0,511
728,1775,Kebab House,Cairo,2024-01-31 07:00:00,20.0,Burger,4,237,0,Cash,4.0,948
729,1604,Sushi World,Alex,2024-01-31 08:00:00,28.0,Burger,4,280,6,Card,5.0,1114
730,1921,Kebab House,Cairo,2024-01-31 09:00:00,40.0,Pizza,3,220,18,Cash,5.0,642
731,1969,Burger Town,Alex,2024-01-31 10:00:00,50.0,Burger,3,106,1,Cash,1.0,317
732,1601,Burger Town,Cairo,2024-01-31 11:00:00,21.0,Kebab,1,234,13,Cash,1.0,221
733,1417,Pasta Point,Alex,2024-01-31 12:00:00,30.0,Pasta,1,252,17,Card,1.0,235
734,1114,Kebab House,Cairo,2024-01-31 13:00:00,33.0,Sushi,4,103,29,Cash,2.0,383
735,1616,Pasta Point,Alex,2024-01-31 14:00:00,20.0,Burger,4,258,14,Card,4.0,1018
736,1902,Pizza Hub,Giza,2024-01-31 15:00:00,42.0,Burger,1,161,13,Cash,2.0,148
737,1195,Kebab House,Cairo,2024-01-31 16:00:00,26.0,Sushi,1,222,23,Cash,4.0,199
738,1825,Sushi World,Alex,2024-01-31 17:00:00,32.0,Burger,3,135,24,Card,5.0,381
739,1500,Pizza Hub,Cairo,2024-01-31 18:00:00,29.0,Sushi,2,86,18,Wallet,2.0,154
740,1625,Pizza Hub,Alex,2024-01-31 19:00:00,25.0,Pizza,3,133,29,Wallet,2.0,370
741,1492,Sushi World,Giza,2024-01-31 20:00:00,34.0,Kebab,1,97,18,Card,2.0,79
742,1074,Pizza Hub,Cairo,2024-01-31 21:00:00,32.0,Kebab,4,167,21,Card,3.0,647
743,1412,Kebab House,Cairo,2024-01-31 22:00:00,30.0,Pasta,1,231,26,Wallet,4.0,205
744,1375,Pasta Point,Alex,2024-01-31 23:00:00,26.0,Burger,4,97,25,Wallet,4.0,363
745,1419,Pizza Hub,Giza,2024-02-01 00:00:00,38.0,Pasta,4,161,16,Wallet,2.0,628
746,1728,Kebab House,Cairo,2024-02-01 01:00:00,54.0,Pizza,4,159,21,Card,3.0,615
747,1276,Burger Town,Cairo,2024-02-01 02:00:00,35.0,Kebab,4,55,27,Cash,2.0,193
748,1760,Kebab House,Giza,2024-02-01 03:00:00,46.0,Pizza,2,211,18,Card,4.0,404
749,1675,Pasta Point,Cairo,2024-02-01 04:00:00,20.0,Pizza,1,240,26,Wallet,5.0,214
750,1393,Kebab House,Cairo,2024-02-01 05:00:00,36.0,Burger,3,127,15,Cash,3.0,366
751,1868,Sushi World,Cairo,2024-02-01 06:00:00,21.0,Pizza,4,225,19,Card,3.0,881
752,1456,Pasta Point,Giza,2024-02-01 07:00:00,20.0,Kebab,4,72,24,Wallet,2.0,264
753,1919,Burger Town,Cairo,2024-02-01 08:00:00,26.0,Pasta,3,175,18,Card,2.981578947368421,507
754,1191,Sushi World,Alex,2024-02-01 09:00:00,49.0,Kebab,3,133,0,Cash,4.0,399
755,1738,Kebab House,Alex,2024-02-01 10:00:00,46.0,Burger,4,62,18,Wallet,1.0,230
756,1688,Pasta Point,Cairo,2024-02-01 11:00:00,37.0,Kebab,3,96,6,Card,4.0,282
757,1098,Burger Town,Alex,2024-02-01 12:00:00,20.0,Sushi,3,93,28,Cash,4.0,251
758,1547,Sushi World,Alex,2024-02-01 13:00:00,32.0,Pasta,2,154,22,Cash,5.0,286
759,1977,Burger Town,Cairo,2024-02-01 14:00:00,38.0,Sushi,3,209,10,Card,2.981578947368421,617
760,1998,Kebab House,Cairo,2024-02-01 15:00:00,37.0,Sushi,1,203,4,Cash,4.0,199
761,1095,Burger Town,Cairo,2024-02-01 16:00:00,20.0,Burger,1,291,29,Wallet,3.0,262
762,1663,Pizza Hub,Cairo,2024-02-01 17:00:00,35.0,Pizza,1,230,16,Cash,5.0,214
763,1662,Sushi World,Alex,2024-02-01 18:00:00,34.0,Sushi,4,63,10,Card,5.0,242
764,1189,Burger Town,Cairo,2024-02-01 19:00:00,41.0,Kebab,1,229,23,Wallet,2.0,206
765,1735,Kebab House,Cairo,2024-02-01 20:00:00,20.0,Pizza,2,170,25,Cash,1.0,315
766,1036,Kebab House,Giza,2024-02-01 21:00:00,33.0,Kebab,1,85,7,Cash,5.0,78
767,1779,Burger Town,Cairo,2024-02-01 22:00:00,36.0,Kebab,4,57,9,Wallet,5.0,219
768,1368,Kebab House,Alex,2024-02-01 23:00:00,45.0,Pizza,2,217,11,Wallet,3.0,423
769,1694,Pasta Point,Cairo,2024-02-02 00:00:00,43.0,Pizza,1,263,9,Cash,5.0,254
770,1524,Pasta Point,Giza,2024-02-02 01:00:00,41.0,Kebab,2,199,12,Wallet,4.0,386
771,1278,Pasta Point,Giza,2024-02-02 02:00:00,35.0,Burger,2,65,25,Card,2.0,105
